PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31160269","The gut microbiome and epilepsy","Dahlin M, Prast-Nielsen S.","EBioMedicine. 2019 Jun;44:741-746. doi: 10.1016/j.ebiom.2019.05.024. Epub 2019 May 31.","Dahlin M","EBioMedicine","2019","2019/06/05","PMC6604367","","10.1016/j.ebiom.2019.05.024"
"29492337","16S rRNA gene sequencing reveals effects of photoperiod on cecal microbiota of broiler roosters","Wang J, Nesengani LT, Gong Y, Yang Y, Lu W.","PeerJ. 2018 Feb 22;6:e4390. doi: 10.7717/peerj.4390. eCollection 2018.","Wang J","PeerJ","2018","2018/03/02","PMC5825889","","10.7717/peerj.4390"
"31771977","Racial Differences in the Oral Microbiome: Data from Low-Income Populations of African Ancestry and European Ancestry","Yang Y, Zheng W, Cai Q, Shrubsole MJ, Pei Z, Brucker R, Steinwandel M, Bordenstein SR, Li Z, Blot WJ, Shu XO, Long J.","mSystems. 2019 Nov 26;4(6):e00639-19. doi: 10.1128/mSystems.00639-19.","Yang Y","mSystems","2019","2019/11/28","PMC6880044","","10.1128/mSystems.00639-19"
"31653041","Taxonomical and Functional Assessment of the Endometrial Microbiota in A Context of Recurrent Reproductive Failure: A Case Report","Garcia-Grau I, Perez-Villaroya D, Bau D, Gonzalez-Monfort M, Vilella F, Moreno I, Simon C.","Pathogens. 2019 Oct 24;8(4):205. doi: 10.3390/pathogens8040205.","Garcia-Grau I","Pathogens","2019","2019/10/27","PMC6963572","","10.3390/pathogens8040205"
"31190935","Astragalus alters gut-microbiota composition in type 2 diabetes mice: clues to its pharmacology","Li XY, Shen L, Ji HF.","Diabetes Metab Syndr Obes. 2019 May 17;12:771-778. doi: 10.2147/DMSO.S203239. eCollection 2019.","Li XY","Diabetes Metab Syndr Obes","2019","2019/06/14","PMC6529725","","10.2147/DMSO.S203239"
"30223529","Association between Cigarette Smoking Status and Composition of Gut Microbiota: Population-Based Cross-Sectional Study","Lee SH, Yun Y, Kim SJ, Lee EJ, Chang Y, Ryu S, Shin H, Kim HL, Kim HN, Lee JH.","J Clin Med. 2018 Sep 14;7(9):282. doi: 10.3390/jcm7090282.","Lee SH","J Clin Med","2018","2018/09/19","PMC6162563","","10.3390/jcm7090282"
"32373553","Gut Microbiome Reveals Specific Dysbiosis in Primary Osteoporosis","Xu Z, Xie Z, Sun J, Huang S, Chen Y, Li C, Sun X, Xia B, Tian L, Guo C, Li F, Pi G.","Front Cell Infect Microbiol. 2020 Apr 21;10:160. doi: 10.3389/fcimb.2020.00160. eCollection 2020.","Xu Z","Front Cell Infect Microbiol","2020","2020/05/07","PMC7186314","","10.3389/fcimb.2020.00160"
"31773127","Diarrhea as a Potential Cause and Consequence of Reduced Gut Microbial Diversity Among Undernourished Children in Peru","Rouhani S, Griffin NW, Yori PP, Gehrig JL, Olortegui MP, Salas MS, Trigoso DR, Moulton LH, Houpt ER, Barratt MJ, Kosek MN, Gordon JI.","Clin Infect Dis. 2019 Sep 17. doi: 10.1093/cid/ciz905. Online ahead of print.","Rouhani S","Clin Infect Dis","2019","2019/11/28","PMC7053391","","10.1093/cid/ciz905"
"31186716","Effect of gastrointestinal microbiome and its diversity on the expression of tumor-infiltrating lymphocytes in breast cancer","Shi J, Geng C, Sang M, Gao W, Li S, Yang S, Li Z.","Oncol Lett. 2019 Jun;17(6):5050-5056. doi: 10.3892/ol.2019.10187. Epub 2019 Mar 22.","Shi J","Oncol Lett","2019","2019/06/13","PMC6507298","","10.3892/ol.2019.10187"
"31763412","Dataset of the microbiome composition in skin lesions caused by lumpy skin disease virus via 16s rRNA massive parallel sequencing","Hansen S, Pessôa R, Nascimento A, El-Tholoth M, Abd El Wahed A, Sanabani SS.","Data Brief. 2019 Nov 6;27:104764. doi: 10.1016/j.dib.2019.104764. eCollection 2019 Dec.","Hansen S","Data Brief","2019","2019/11/26","PMC6864129","","10.1016/j.dib.2019.104764"
"31384706","Use of high throughput amplicon sequencing and ethidium monoazide dye to track microbiota changes in an equol-producing menopausal woman receiving a long-term isoflavones treatment","Guadamuro L, Azcárate-Peril MA, Tojo R, Mayo B, Delgado S.","AIMS Microbiol. 2019 Mar 22;5(1):102-116. doi: 10.3934/microbiol.2019.1.102. eCollection 2019.","Guadamuro L","AIMS Microbiol","2019","2019/08/07","PMC6646930","","10.3934/microbiol.2019.1.102"
"30174665","Broad Bean (Vicia faba L.) Induces Intestinal Inflammation in Grass Carp (Ctenopharyngodon idellus C. et V) by Increasing Relative Abundances of Intestinal Gram-Negative and Flagellated Bacteria","Li Z, Yu E, Wang G, Yu D, Zhang K, Gong W, Xie J.","Front Microbiol. 2018 Aug 17;9:1913. doi: 10.3389/fmicb.2018.01913. eCollection 2018.","Li Z","Front Microbiol","2018","2018/09/04","PMC6107684","","10.3389/fmicb.2018.01913"
"32117143","Distinct Types of Gut Microbiota Dysbiosis in Hospitalized Gastroenterological Patients Are Disease Non-related and Characterized With the Predominance of Either Enterobacteriaceae or Enterococcus","Mahnic A, Breskvar M, Dzeroski S, Skok P, Pintar S, Rupnik M.","Front Microbiol. 2020 Feb 11;11:120. doi: 10.3389/fmicb.2020.00120. eCollection 2020.","Mahnic A","Front Microbiol","2020","2020/03/03","PMC7026674","","10.3389/fmicb.2020.00120"
"31447883","On the Role of Bioinformatics and Data Science in Industrial Microbiome Applications","van den Bogert B, Boekhorst J, Pirovano W, May A.","Front Genet. 2019 Aug 9;10:721. doi: 10.3389/fgene.2019.00721. eCollection 2019.","van den Bogert B","Front Genet","2019","2019/08/27","PMC6696986","","10.3389/fgene.2019.00721"
"32002129","High-throughput DNA sequencing of microbiota at interproximal sites","Carda-Diéguez M, Bravo-González LA, Morata IM, Vicente A, Mira A.","J Oral Microbiol. 2019 Nov 11;12(1):1687397. doi: 10.1080/20002297.2019.1687397. eCollection 2020.","Carda-Diéguez M","J Oral Microbiol","2019","2020/02/01","PMC6853236","","10.1080/20002297.2019.1687397"
"31489129","Porphyromonas gingivalis in saliva associates with chronic and aggressive periodontitis","Damgaard C, Danielsen AK, Enevold C, Massarenti L, Nielsen CH, Holmstrup P, Belstrøm D.","J Oral Microbiol. 2019 Aug 9;11(1):1653123. doi: 10.1080/20002297.2019.1653123. eCollection 2019.","Damgaard C","J Oral Microbiol","2019","2019/09/07","PMC6713147","","10.1080/20002297.2019.1653123"
"31464691","Characterization of Proximal Small Intestinal Microbiota in Patients With Suspected Small Intestinal Bacterial Overgrowth: A Cross-Sectional Study","Shin AS, Gao X, Bohm M, Lin H, Gupta A, Nelson DE, Toh E, Teagarden S, Siwiec R, Dong Q, Wo JM.","Clin Transl Gastroenterol. 2019 Aug;10(8):e00073. doi: 10.14309/ctg.0000000000000073.","Shin AS","Clin Transl Gastroenterol","2019","2019/08/30","PMC6736222","","10.14309/ctg.0000000000000073"
"31098397","Age- and Sex-Dependent Patterns of Gut Microbial Diversity in Human Adults","de la Cuesta-Zuluaga J, Kelley ST, Chen Y, Escobar JS, Mueller NT, Ley RE, McDonald D, Huang S, Swafford AD, Knight R, Thackray VG.","mSystems. 2019 May 14;4(4):e00261-19. doi: 10.1128/mSystems.00261-19. eCollection 2019 Jul-Aug.","de la Cuesta-Zuluaga J","mSystems","2019","2019/05/18","PMC6517691","","10.1128/mSystems.00261-19"
"30054517","Greater Microbial Translocation and Vulnerability to Metabolic Disease in Healthy Aged Female Monkeys","Wilson QN, Wells M, Davis AT, Sherrill C, Tsilimigras MCB, Jones RB, Fodor AA, Kavanagh K.","Sci Rep. 2018 Jul 27;8(1):11373. doi: 10.1038/s41598-018-29473-9.","Wilson QN","Sci Rep","2018","2018/07/29","PMC6063974","","10.1038/s41598-018-29473-9"
"32103130","16S rRNA gene sequencing reveals an altered composition of the gut microbiota in chickens infected with a nephropathogenic infectious bronchitis virus","Xu P, Shi Y, Liu P, Yang Y, Zhou C, Li G, Luo J, Zhang C, Cao H, Hu G, Guo X.","Sci Rep. 2020 Feb 26;10(1):3556. doi: 10.1038/s41598-020-60564-8.","Xu P","Sci Rep","2020","2020/02/28","PMC7044311","","10.1038/s41598-020-60564-8"
"30416489","Characterization of the Microbiome at the World's Largest Potable Water Reuse Facility","Stamps BW, Leddy MB, Plumlee MH, Hasan NA, Colwell RR, Spear JR.","Front Microbiol. 2018 Oct 26;9:2435. doi: 10.3389/fmicb.2018.02435. eCollection 2018.","Stamps BW","Front Microbiol","2018","2018/11/13","PMC6212505","","10.3389/fmicb.2018.02435"
"32487781","Association of gut microbiota composition and function with an aged rat model of senile osteoporosis using 16S rRNA and metagenomic sequencing analysis","Ma S, Qin J, Hao Y, Fu L.","Aging (Albany NY). 2020 Jun 2;12. doi: 10.18632/aging.103293. Online ahead of print.","Ma S","Aging (Albany NY)","2020","2020/06/04","","","10.18632/aging.103293"
"32429494","Influence of the FIV Status and Chronic Gingivitis on Feline Oral Microbiota","Older CE, Gomes MOS, Hoffmann AR, Policano MD, Reis CACD, Carregaro AB, Ambrósio CE, Carregaro VML.","Pathogens. 2020 May 16;9(5):E383. doi: 10.3390/pathogens9050383.","Older CE","Pathogens","2020","2020/05/21","","","10.3390/pathogens9050383"
"32015679","Gut Microbiota as Diagnostic Tools for Mirroring Disease Progression and Circulating Nephrotoxin Levels in Chronic Kidney Disease: Discovery and Validation Study","Wu IW, Lin CY, Chang LC, Lee CC, Chiu CY, Hsu HJ, Sun CY, Chen YC, Kuo YL, Yang CW, Gao SS, Hsieh WP, Chung WH, Lai HC, Su SC.","Int J Biol Sci. 2020 Jan 1;16(3):420-434. doi: 10.7150/ijbs.37421. eCollection 2020.","Wu IW","Int J Biol Sci","2020","2020/02/05","PMC6990903","","10.7150/ijbs.37421"
"32256461","Corrigendum: Effect of Diet on the Enteric Microbiome of the Wood-Eating Catfish Panaque nigrolineatus","McDonald RC, Watts JEM, Schreier HJ.","Front Microbiol. 2020 Feb 27;11:331. doi: 10.3389/fmicb.2020.00331. eCollection 2020.","McDonald RC","Front Microbiol","2020","2020/04/08","PMC7093006","","10.3389/fmicb.2020.00331"
"29313867","HPV/Chlamydia trachomatis co-infection: metagenomic analysis of cervical microbiota in asymptomatic women","Di Pietro M, Filardo S, Porpora MG, Recine N, Latino MA, Sessa R.","New Microbiol. 2018 Jan;41(1):34-41. Epub 2018 Jan 9.","Di Pietro M","New Microbiol","2018","2018/01/10","","",""
"31598405","The characterization of lung microbiome in lung cancer patients with different clinicopathology","Huang D, Su X, Yuan M, Zhang S, He J, Deng Q, Qiu W, Dong H, Cai S.","Am J Cancer Res. 2019 Sep 1;9(9):2047-2063. eCollection 2019.","Huang D","Am J Cancer Res","2019","2019/10/11","PMC6780665","",""
"29755418","Microbiome and Culture Based Analysis of Chronic Rhinosinusitis Compared to Healthy Sinus Mucosa","Koeller K, Herlemann DPR, Schuldt T, Ovari A, Guder E, Podbielski A, Kreikemeyer B, Olzowy B.","Front Microbiol. 2018 Apr 17;9:643. doi: 10.3389/fmicb.2018.00643. eCollection 2018.","Koeller K","Front Microbiol","2018","2018/05/15","PMC5932350","","10.3389/fmicb.2018.00643"
"30283424","Impact of Distribution and Network Flushing on the Drinking Water Microbiome","El-Chakhtoura J, Saikaly PE, van Loosdrecht MCM, Vrouwenvelder JS.","Front Microbiol. 2018 Sep 19;9:2205. doi: 10.3389/fmicb.2018.02205. eCollection 2018.","El-Chakhtoura J","Front Microbiol","2018","2018/10/05","PMC6157312","","10.3389/fmicb.2018.02205"
"31849891","A Comparison of 16S rRNA Profiles Through Slaughter in Australian Export Beef Abattoirs","Kang S, Ravensdale J, Coorey R, Dykes GA, Barlow R.","Front Microbiol. 2019 Nov 29;10:2747. doi: 10.3389/fmicb.2019.02747. eCollection 2019.","Kang S","Front Microbiol","2019","2019/12/19","PMC6895009","","10.3389/fmicb.2019.02747"
"31221818","Mechanism of gut microbiota and Axl/SOCS3 in experimental autoimmune encephalomyelitis","Li XL, Zhang B, Sun MJ, Bao CC, Yuan BY, Xie QF, Wang LJ, Wang MX.","Biosci Rep. 2019 Jul 2;39(7):BSR20190228. doi: 10.1042/BSR20190228. Print 2019 Jul 31.","Li XL","Biosci Rep","2019","2019/06/22","PMC6603274","","10.1042/BSR20190228"
"31991779","Pre- and Post-Race Intestinal Microbiota in Long-Distance Sled Dogs and Associations with Performance","Tysnes KR, Angell IL, Fjellanger I, Larsen SD, Søfteland SR, Robertson LJ, Skancke E, Rudi K.","Animals (Basel). 2020 Jan 25;10(2):204. doi: 10.3390/ani10020204.","Tysnes KR","Animals (Basel)","2020","2020/01/30","PMC7071093","","10.3390/ani10020204"
"31602221","Dysbiosis of Gram-negative gut microbiota and the associated serum lipopolysaccharide exacerbates inflammation in type 2 diabetic patients with chronic kidney disease","Salguero MV, Al-Obaide MAI, Singh R, Siepmann T, Vasylyeva TL.","Exp Ther Med. 2019 Nov;18(5):3461-3469. doi: 10.3892/etm.2019.7943. Epub 2019 Aug 26.","Salguero MV","Exp Ther Med","2019","2019/10/12","PMC6777309","","10.3892/etm.2019.7943"
"30090090","Fecal Microbiota Alterations Associated With Diarrhea-Predominant Irritable Bowel Syndrome","Zhuang X, Tian Z, Li L, Zeng Z, Chen M, Xiong L.","Front Microbiol. 2018 Jul 25;9:1600. doi: 10.3389/fmicb.2018.01600. eCollection 2018.","Zhuang X","Front Microbiol","2018","2018/08/10","PMC6068233","","10.3389/fmicb.2018.01600"
"30871219","Analysis of the Effects of Dietary Pattern on the Oral Microbiome of Elite Endurance Athletes","Murtaza N, Burke LM, Vlahovich N, Charlesson B, O'Neill HM, Ross ML, Campbell KL, Krause L, Morrison M.","Nutrients. 2019 Mar 13;11(3):614. doi: 10.3390/nu11030614.","Murtaza N","Nutrients","2019","2019/03/16","PMC6471070","","10.3390/nu11030614"
"31803537","Characteristics of the vaginal microbiome in cross-border female sex workers in China: a case-control study","Hong X, Fang S, Huang K, Yin J, Chen J, Xuan Y, Zhu J, Ma J, Qin P, Peng D, Wang N, Wang B.","PeerJ. 2019 Nov 29;7:e8131. doi: 10.7717/peerj.8131. eCollection 2019.","Hong X","PeerJ","2019","2019/12/06","PMC6886492","","10.7717/peerj.8131"
"31530835","Increased abundance of proteobacteria in aggressive Crohn's disease seven years after diagnosis","Vester-Andersen MK, Mirsepasi-Lauridsen HC, Prosberg MV, Mortensen CO, Träger C, Skovsen K, Thorkilgaard T, Nøjgaard C, Vind I, Krogfelt KA, Sørensen N, Bendtsen F, Petersen AM.","Sci Rep. 2019 Sep 17;9(1):13473. doi: 10.1038/s41598-019-49833-3.","Vester-Andersen MK","Sci Rep","2019","2019/09/19","PMC6748953","","10.1038/s41598-019-49833-3"
"32081924","A preliminary study on the potential of Nanopore MinION and Illumina MiSeq 16S rRNA gene sequencing to characterize building-dust microbiomes","Nygaard AB, Tunsjø HS, Meisal R, Charnock C.","Sci Rep. 2020 Feb 21;10(1):3209. doi: 10.1038/s41598-020-59771-0.","Nygaard AB","Sci Rep","2020","2020/02/22","PMC7035348","","10.1038/s41598-020-59771-0"
"31344854","Gut Microbiota and Risk of Persistent Nonalcoholic Fatty Liver Diseases","Kim HN, Joo EJ, Cheong HS, Kim Y, Kim HL, Shin H, Chang Y, Ryu S.","J Clin Med. 2019 Jul 24;8(8):1089. doi: 10.3390/jcm8081089.","Kim HN","J Clin Med","2019","2019/07/27","PMC6722749","","10.3390/jcm8081089"
"31771179","Modulation of Gut Microbiota by Glucosamine and Chondroitin in a Randomized, Double-Blind Pilot Trial in Humans","Navarro SL, Levy L, Curtis KR, Lampe JW, Hullar MAJ.","Microorganisms. 2019 Nov 23;7(12):610. doi: 10.3390/microorganisms7120610.","Navarro SL","Microorganisms","2019","2019/11/28","PMC6956221","","10.3390/microorganisms7120610"
"31024509","Corrigendum: Alterations of the Mice Gut Microbiome via Schistosoma japonicum Ova-Induced Granuloma","Zhao Y, Yang S, Li B, Li W, Wang J, Chen Z, Yang J, Tan H, Li J.","Front Microbiol. 2019 Apr 9;10:747. doi: 10.3389/fmicb.2019.00747. eCollection 2019.","Zhao Y","Front Microbiol","2019","2019/04/27","PMC6465627","","10.3389/fmicb.2019.00747"
"32085593","Metagenomic Insights of the Root Colonizing Microbiome Associated with Symptomatic and Non-Symptomatic Bananas in Fusarium Wilt Infected Fields","Kaushal M, Mahuku G, Swennen R.","Plants (Basel). 2020 Feb 18;9(2):263. doi: 10.3390/plants9020263.","Kaushal M","Plants (Basel)","2020","2020/02/23","PMC7076721","","10.3390/plants9020263"
"32116681","Alpha-Glucosidase Inhibitors Alter Gut Microbiota and Ameliorate Collagen-Induced Arthritis","Zhang L, Song P, Zhang X, Metea C, Schleisman M, Karstens L, Leung E, Zhang J, Xu Q, Liu Y, Asquith M, Chu CQ.","Front Pharmacol. 2020 Feb 4;10:1684. doi: 10.3389/fphar.2019.01684. eCollection 2019.","Zhang L","Front Pharmacol","2020","2020/03/03","PMC7010955","","10.3389/fphar.2019.01684"
"31573042","Fatty liver and alteration of the gut microbiome induced by diallyl disulfide","Yang Y, Yang F, Huang M, Wu H, Yang C, Zhang X, Yang L, Chen G, Li S, Wang Q, Liu S, Liu Y, Lei Y, Lei Z, Guo J.","Int J Mol Med. 2019 Nov;44(5):1908-1920. doi: 10.3892/ijmm.2019.4350. Epub 2019 Sep 24.","Yang Y","Int J Mol Med","2019","2019/10/02","PMC6777666","","10.3892/ijmm.2019.4350"
"32058299","Taxonomic classification and abundance estimation using 16S and WGS-A comparison using controlled reference samples","Khachatryan L, de Leeuw RH, Kraakman MEM, Pappas N, Te Raa M, Mei H, de Knijff P, Laros JFJ.","Forensic Sci Int Genet. 2020 May;46:102257. doi: 10.1016/j.fsigen.2020.102257. Epub 2020 Feb 5.","Khachatryan L","Forensic Sci Int Genet","2020","2020/02/15","","","10.1016/j.fsigen.2020.102257"
"31346439","Drivers and patterns of microbial community assembly in a Lyme disease vector","Couper LI, Kwan JY, Ma J, Swei A.","Ecol Evol. 2019 Jun 13;9(13):7768-7779. doi: 10.1002/ece3.5361. eCollection 2019 Jul.","Couper LI","Ecol Evol","2019","2019/07/27","PMC6635933","","10.1002/ece3.5361"
"30696861","Microbiome Alteration in Type 2 Diabetes Mellitus Model of Zebrafish","Okazaki F, Zang L, Nakayama H, Chen Z, Gao ZJ, Chiba H, Hui SP, Aoki T, Nishimura N, Shimada Y.","Sci Rep. 2019 Jan 29;9(1):867. doi: 10.1038/s41598-018-37242-x.","Okazaki F","Sci Rep","2019","2019/01/31","PMC6351536","","10.1038/s41598-018-37242-x"
"31736262","Effect of Streptomyces probiotics on the gut microbiota of Litopenaeus vannamei challenged with Vibrio parahaemolyticus","Mazón-Suástegui JM, Salas-Leiva JS, Medina-Marrero R, Medina-García R, García-Bernal M.","Microbiologyopen. 2020 Feb;9(2):e967. doi: 10.1002/mbo3.967. Epub 2019 Nov 18.","Mazón-Suástegui JM","Microbiologyopen","2020","2019/11/19","PMC7002121","","10.1002/mbo3.967"
"28539351","Bacteriophage transfer during faecal microbiota transplantation in Clostridium difficile infection is associated with treatment outcome","Zuo T, Wong SH, Lam K, Lui R, Cheung K, Tang W, Ching JYL, Chan PKS, Chan MCW, Wu JCY, Chan FKL, Yu J, Sung JJY, Ng SC.","Gut. 2018 Apr;67(4):634-643. doi: 10.1136/gutjnl-2017-313952. Epub 2017 May 24.","Zuo T","Gut","2018","2017/05/26","PMC5868238","","10.1136/gutjnl-2017-313952"
"30936622","Effect of storage and DNA extraction method on 16S rRNA-profiled fecal microbiota in Japanese adults","Kawada Y, Naito Y, Andoh A, Ozeki M, Inoue R.","J Clin Biochem Nutr. 2019 Mar;64(2):106-111. doi: 10.3164/jcbn.18-84. Epub 2018 Dec 13.","Kawada Y","J Clin Biochem Nutr","2019","2019/04/03","PMC6436037","","10.3164/jcbn.18-84"
"31293537","Microbiota Analysis for the Optimization of Campylobacter Isolation From Chicken Carcasses Using Selective Media","Kim J, Shin H, Park H, Jung H, Kim J, Cho S, Ryu S, Jeon B.","Front Microbiol. 2019 Jun 21;10:1381. doi: 10.3389/fmicb.2019.01381. eCollection 2019.","Kim J","Front Microbiol","2019","2019/07/12","PMC6598470","","10.3389/fmicb.2019.01381"
"29551996","Comparison Between the Fecal Bacterial Microbiota of Healthy and Diarrheic Captive Musk Deer","Li Y, Hu X, Yang S, Zhou J, Qi L, Sun X, Fan M, Xu S, Cha M, Zhang M, Lin S, Liu S, Hu D.","Front Microbiol. 2018 Mar 2;9:300. doi: 10.3389/fmicb.2018.00300. eCollection 2018.","Li Y","Front Microbiol","2018","2018/03/20","PMC5840195","","10.3389/fmicb.2018.00300"
